   111 -0.106600 0.046400 -0.060400 -0.019527 0.007024 -0.999785 -0.193938 -0.981009 -0.003176 -0.980820 0.193834 0.020518 0.995000
   112 -0.106600 0.046400 -0.060400 -0.193938 -0.981009 -0.003176 0.019527 -0.007024 0.999785 -0.980820 0.193834 0.020518 -0.004257
   113 -0.106600 0.046400 -0.060400 -0.019527 0.007024 -0.999785 -0.193938 -0.981009 -0.003176 -0.980820 0.193834 0.020518 -0.000245
   121 -0.102000 0.063100 -0.025600 -0.015114 0.009027 -0.999845 -0.250154 -0.968193 -0.004969 -0.968088 0.250039 0.016891 1.012701
   122 -0.102000 0.063100 -0.025600 -0.015114 0.009027 -0.999845 -0.250154 -0.968193 -0.004969 -0.968088 0.250039 0.016891 -0.006265
   123 -0.102000 0.063100 -0.025600 -0.250154 -0.968193 -0.004969 0.015114 -0.009027 0.999845 -0.968088 0.250039 0.016891 -0.007093
   131 -0.108500 0.030200 -0.026600 0.008466 0.001759 -0.999963 -0.088614 -0.996063 -0.002465 -0.996030 0.088631 -0.008277 0.997698
   132 -0.108500 0.030200 -0.026600 0.008466 0.001759 -0.999963 -0.088614 -0.996063 -0.002465 -0.996030 0.088631 -0.008277 -0.004620
   133 -0.108500 0.030200 -0.026600 -0.088614 -0.996063 -0.002465 -0.008466 -0.001759 0.999963 -0.996030 0.088631 -0.008277 0.000056
   141 -0.109900 0.013100 -0.062700 -0.023423 0.002077 -0.999723 -0.028611 -0.999590 -0.001467 -0.999316 0.028569 0.023473 0.977096
   142 -0.109900 0.013100 -0.062700 -0.028611 -0.999590 -0.001467 0.023423 -0.002077 0.999723 -0.999316 0.028569 0.023473 -0.001370
   143 -0.109900 0.013100 -0.062700 -0.023423 0.002077 -0.999723 -0.028611 -0.999590 -0.001467 -0.999316 0.028569 0.023473 0.000496
   211 -0.107400 0.032900 0.008000 -0.055421 0.008132 -0.998430 -0.102249 -0.994756 -0.002460 -0.993214 0.101952 0.055962 0.998822
   212 -0.107400 0.032900 0.008000 -0.102249 -0.994756 -0.002460 0.055421 -0.008132 0.998430 -0.993214 0.101952 0.055962 -0.006634
   213 -0.107400 0.032900 0.008000 -0.055421 0.008132 -0.998430 -0.102249 -0.994756 -0.002460 -0.993214 0.101952 0.055962 0.000343
   221 -0.098900 0.040300 0.041300 -0.339908 0.059261 -0.938590 -0.163602 -0.986522 -0.003026 -0.926119 0.152525 0.345021 1.003667
   222 -0.098900 0.040300 0.041300 -0.339908 0.059261 -0.938590 -0.163602 -0.986522 -0.003026 -0.926119 0.152525 0.345021 -0.003806
   223 -0.098900 0.040300 0.041300 -0.163602 -0.986522 -0.003026 0.339908 -0.059261 0.938590 -0.926119 0.152525 0.345021 -0.002607
   231 -0.101100 0.004400 0.040800 -0.350154 0.008788 -0.936651 0.035226 -0.999125 -0.022536 -0.936030 -0.040886 0.349538 1.010591
   232 -0.101100 0.004400 0.040800 -0.350154 0.008788 -0.936651 0.035226 -0.999125 -0.022536 -0.936030 -0.040886 0.349538 -0.002331
   233 -0.101100 0.004400 0.040800 0.035226 -0.999125 -0.022536 0.350154 -0.008788 0.936651 -0.936030 -0.040886 0.349538 -0.001008
   241 -0.108300 -0.001100 0.007100 -0.068084 -0.010474 -0.997625 0.083021 -0.996536 0.004836 -0.994220 -0.082494 0.068718 0.999640
   242 -0.108300 -0.001100 0.007100 0.083021 -0.996536 0.004836 0.068084 0.010474 0.997625 -0.994220 -0.082494 0.068718 -0.003069
   243 -0.108300 -0.001100 0.007100 -0.068084 -0.010474 -0.997625 0.083021 -0.996536 0.004836 -0.994220 -0.082494 0.068718 0.001127
   311 -0.086100 0.098800 0.009000 -0.033161 0.117079 -0.992569 -0.487346 -0.868941 -0.086227 -0.872580 0.480864 0.085873 1.004494
   312 -0.086100 0.098800 0.009000 -0.487346 -0.868941 -0.086227 0.033161 -0.117079 0.992569 -0.872580 0.480864 0.085873 -0.005172
   313 -0.086100 0.098800 0.009000 -0.033161 0.117079 -0.992569 -0.487346 -0.868941 -0.086227 -0.872580 0.480864 0.085873 0.002524
   321 -0.088700 0.075700 0.041200 -0.347570 0.117242 -0.930296 -0.373738 -0.927255 0.022775 -0.859951 0.355602 0.366103 1.005405
   322 -0.088700 0.075700 0.041200 -0.347570 0.117242 -0.930296 -0.373738 -0.927255 0.022775 -0.859951 0.355602 0.366103 -0.002563
   323 -0.088700 0.075700 0.041200 -0.373738 -0.927255 0.022775 0.347570 -0.117242 0.930296 -0.859951 0.355602 0.366103 -0.002900
